,Year,Kilometers_Driven,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
1888,2016,44487,1,5.0,7.3,Hyundai,22.54,1396,88.73,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1889,2008,65000,1,5.0,1.59,Maruti,19.7,796,46.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1890,2015,34951,2,5.0,3.15,Hyundai,20.36,1197,78.9,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1891,2015,52373,2,7.0,8.5,Mahindra,15.4,2179,120,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1892,2010,66285,1,5.0,3.0,Skoda,19.5,1199,75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1893,2012,66000,1,5.0,21.0,BMW,15.3,2993,258,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1894,2016,43000,1,5.0,7.75,Honda,27.3,1498,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1895,2013,45200,1,5.0,23.0,Mercedes-Benz,10.0,2148,170,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1896,2016,41000,1,7.0,13.75,Mahindra,16.0,2179,140,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1897,2017,39430,1,5.0,8.29,Honda,18.0,1497,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1898,2014,83274,1,5.0,5.79,Maruti,22.9,1248,74,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1899,2017,32324,1,5.0,30.5,Mercedes-Benz,14.84,2143,170,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1900,2011,49999,1,5.0,3.8,Honda,17.0,1497,118,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1901,2014,66000,1,7.0,4.45,Tata,15.3,2956,83.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1902,2012,54000,1,5.0,3.3,Hyundai,18.5,1197,82.85,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1903,2009,80000,2,5.0,1.75,Fiat,20.4,1248,91.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1904,2011,72000,2,5.0,5.5,Honda,12.9,1799,130,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1905,2017,44865,1,5.0,13.35,Hyundai,19.67,1582,126.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1906,2017,22000,2,5.0,22.5,Audi,20.38,1968,143,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1907,2013,57478,2,5.0,5.25,Hyundai,17.0,1591,121.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1908,2011,75000,1,5.0,3.75,Hyundai,21.9,1396,90,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1909,2015,50624,1,7.0,6.32,Honda,24.2,1498,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1910,2018,75000,1,5.0,7.75,Hyundai,22.32,1582,126.32,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1911,2006,87000,2,5.0,1.37,Ford,15.3,1596,101,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1912,2010,62000,1,5.0,2.1,Hyundai,20.36,1197,78.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1913,2016,41372,1,5.0,9.3,Maruti,24.3,1248,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1914,2015,70000,1,7.0,12.0,Toyota,12.99,2494,100.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1915,2017,35000,1,5.0,23.5,Mercedes-Benz,17.9,2143,136,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1916,2006,71993,1,5.0,1.8,Maruti,19.7,796,46.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1917,2013,62000,2,5.0,12.5,Mercedes-Benz,14.84,2143,170,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1918,2015,51000,1,5.0,4.74,Maruti,22.9,1248,74,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1919,2016,26038,1,5.0,5.43,Hyundai,18.9,1197,82,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1920,2018,37713,2,7.0,31.62,Toyota,12.55,2982,168.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1921,2011,78088,1,8.0,6.3,Toyota,12.4,1998,132,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1922,2017,30453,1,5.0,8.45,Ford,22.77,1498,98.59,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1923,2016,54000,1,5.0,5.0,Ford,18.16,1196,86.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1924,2011,190000,1,7.0,13.0,Toyota,11.5,2982,171,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1925,2012,65097,1,5.0,4.7,Maruti,19.1,1197,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1926,2018,28060,1,5.0,93.67,BMW,12.05,2979,320,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1927,2012,282000,1,5.0,3.3,Skoda,13.14,1798,160,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1928,2009,111000,2,5.0,1.51,Maruti,18.9,1061,67,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1929,2013,63295,1,5.0,6.09,Renault,19.01,1461,108.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1930,2015,35770,1,5.0,5.95,Maruti,20.73,1373,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1931,2012,125928,1,5.0,9.0,Hyundai,22.7,1582,126.24,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1932,2015,45000,1,5.0,4.25,Skoda,21.66,1498,103.52,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1933,2013,21000,1,5.0,23.5,Mercedes-Benz,14.84,2143,170,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1934,2011,54774,1,5.0,6.35,Honda,11.7,2354,177.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1935,2014,41123,1,5.0,3.4,Maruti,23.1,998,67.04,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1936,2017,17465,1,5.0,93.0,BMW,12.05,2979,320,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1937,2014,48000,1,5.0,21.6,BMW,22.69,1995,190,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1938,2011,173000,1,5.0,4.0,Volkswagen,20.54,1598,103.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1939,2018,12000,1,5.0,5.5,Maruti,23.4,1248,74,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1940,2012,34000,1,5.0,19.25,Land,12.39,2179,147.51,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1941,2012,71360,1,5.0,3.95,Hyundai,21.9,1396,90,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1942,2012,74000,2,5.0,4.25,Maruti,28.4,1248,73.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1943,2018,28937,1,5.0,17.02,Jeep,17.1,1956,170,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1944,2012,82085,1,7.0,6.5,Maruti,20.77,1248,88.76,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1945,2011,68465,1,5.0,2.95,Ford,15.6,1196,70,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1946,2013,63854,1,5.0,7.12,Toyota,21.43,1364,86.79,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1947,2018,3000,1,5.0,11.25,Maruti,24.3,1248,88.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1948,2009,65055,1,5.0,2.75,Honda,17.0,1497,118,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1949,2015,120000,1,7.0,12.0,Mahindra,15.4,2179,120,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1950,2014,64241,1,5.0,3.67,Hyundai,20.14,1197,81.86,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1951,2008,2200,1,5.0,2.3,Mahindra,15.7,1390,75,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1952,2008,88123,1,5.0,2.2,Skoda,18.7,1896,66,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1953,2014,79000,1,7.0,41.0,Mercedes-Benz,12.0,2987,224,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1954,2016,28143,1,5.0,28.5,BMW,20.68,1995,190,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1955,2015,23001,1,5.0,5.49,Volkswagen,15.04,1598,103.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1956,2013,82002,2,5.0,17.5,Audi,16.55,1968,147.51,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1957,2009,75000,1,5.0,1.99,Ford,13.8,1399,68,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1958,2016,37451,1,5.0,6.64,Hyundai,22.32,1582,126.3,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1959,2017,67000,1,7.0,16.5,Toyota,13.68,2393,147.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1960,2016,25000,1,5.0,5.0,Hyundai,18.9,1197,82,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1961,2017,12000,1,5.0,5.4,Volkswagen,17.0,1198,73.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1962,2017,25000,1,5.0,2.99,Renault,25.17,799,53.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1963,2011,95936,1,5.0,4.1,Honda,17.0,1497,118,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1964,2018,5354,1,5.0,6.76,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1965,2016,42000,2,5.0,5.5,Volkswagen,18.78,999,75,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1966,2014,44282,1,5.0,5.99,Maruti,25.2,1248,74,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1967,2012,70000,1,5.0,2.59,Nissan,21.64,1461,84.8,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1968,2013,31400,1,5.0,26.75,Jaguar,16.36,2179,187.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1969,2016,50000,1,5.0,8.5,Maruti,28.09,1248,88.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1970,2011,53000,1,5.0,23.0,Audi,12.8,1968,167.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1971,2014,21727,1,5.0,3.35,Ford,15.6,1196,70.02,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1972,2012,43000,2,7.0,10.75,Hyundai,11.72,2199,194.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1973,2013,75000,1,8.0,6.29,Mahindra,12.05,2179,120,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1974,2014,73557,1,5.0,7.75,Renault,19.6,1461,108.45,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1975,2012,44555,1,5.0,13.5,Audi,15.2,1968,140.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1976,2013,54885,1,7.0,3.75,Maruti,15.1,1196,73,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1977,2011,76000,2,7.0,3.75,Mahindra,14.0,2498,112,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1978,2006,101000,2,5.0,1.5,Maruti,18.9,998,67.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1979,2005,66000,1,5.0,1.45,Maruti,14.0,1061,64,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1980,2013,84360,1,5.0,4.12,Maruti,15.5,1586,103.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1981,2016,25121,1,7.0,17.11,Toyota,13.68,2393,147.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1982,2015,100000,2,7.0,10.25,Toyota,12.99,2494,100.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1983,2011,66035,1,5.0,2.49,Volkswagen,22.07,1199,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1984,2015,190000,2,5.0,3.85,Toyota,16.78,1496,88.73,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1985,2014,85670,1,5.0,6.25,Ford,22.7,1498,89.84,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1986,2015,35000,1,5.0,4.88,Hyundai,24.0,1120,70,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1987,2016,8000,1,5.0,9.45,Honda,18.0,1497,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1988,2007,162000,2,8.0,4.8,Toyota,12.8,2494,102,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1989,2012,60000,1,5.0,1.99,Hyundai,21.1,814,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1990,2010,70600,1,5.0,2.8,Hyundai,20.36,1197,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1991,2011,25000,2,5.0,22.0,Mercedes-Benz,12.3,1796,185,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1992,2012,75000,1,7.0,4.3,Mahindra,15.96,2523,62.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1993,2014,85071,1,5.0,9.75,Skoda,20.0,1968,138.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1994,2015,40000,1,5.0,5.9,Maruti,20.4,1197,81.80,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1995,2013,67000,1,5.0,14.5,Audi,16.55,1968,147.51,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1996,2009,55000,2,5.0,2.4,Ford,17.8,1399,68,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1997,2008,62000,2,5.0,2.11,Maruti,15.0,1586,104.68,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1998,2017,22526,1,5.0,7.6,Hyundai,18.9,1197,82,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1999,2012,57788,1,5.0,3.6,Maruti,17.16,1197,85.80,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2000,2013,72000,1,8.0,6.0,Mahindra,10.5,2179,120,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2001,2014,83128,1,7.0,7.45,Mahindra,15.4,2179,120,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2002,2011,75000,1,5.0,2.1,Maruti,19.7,796,46.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2003,2013,58000,2,5.0,5.2,Renault,19.01,1461,108.45,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2004,2017,1000,1,5.0,6.36,Maruti,20.89,1197,81.80,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2005,2015,59751,1,7.0,11.62,Toyota,12.99,2494,100.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2006,2015,29966,2,5.0,43.6,BMW,16.77,2993,261.49,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2007,2009,65000,2,5.0,4.9,Hyundai,13.6,1991,142,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2008,2015,75863,1,5.0,6.7,Renault,19.01,1461,108.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2009,2013,54000,1,5.0,3.05,Maruti,33.54,998,67.04,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2010,2014,24000,1,5.0,25.0,Audi,17.11,1968,174.33,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,2018,33218,1,5.0,19.05,Jeep,17.1,1956,170,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012,2015,33425,1,5.0,4.5,Hyundai,17.43,1396,105.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2013,2013,47000,1,5.0,4.15,Honda,18.0,1198,86.7,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2014,2015,41000,1,5.0,11.9,Hyundai,19.67,1582,126.2,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,2011,62000,1,5.0,2.1,Hyundai,19.81,1086,68.05,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2016,2016,47035,1,7.0,6.95,Mahindra,18.49,1493,100,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2017,2008,56230,2,5.0,2.4,Maruti,17.5,1298,85.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2018,2007,55000,1,5.0,2.65,Hyundai,13.2,1495,94,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2019,2014,70669,1,7.0,9.0,Mahindra,15.1,2179,140,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2020,2012,69000,1,5.0,2.1,Maruti,20.92,998,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2021,2011,65000,2,5.0,2.5,Chevrolet,18.6,1199,79.4,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2022,2009,30000,1,5.0,8.95,Audi,12.4,2698,179.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2023,2017,2000,1,5.0,34.0,Mini,20.7,1496,113.98,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2024,2015,40000,1,5.0,4.0,Tata,17.57,1193,88.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2025,2014,40000,1,5.0,4.45,Honda,26.0,1498,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2026,2010,26000,1,5.0,1.5,Chevrolet,18.6,1199,79.4,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2027,2011,105000,2,5.0,14.5,Audi,16.55,1968,140,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2028,2015,2800,1,5.0,8.41,Ford,26.1,1498,99,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2029,2014,71000,2,5.0,5.45,Hyundai,19.08,1582,126.32,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2030,2015,32896,1,5.0,8.9,Honda,18.0,1497,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2031,2012,45000,1,5.0,3.65,Hyundai,20.36,1197,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2032,2015,65000,2,5.0,29.0,BMW,18.56,1995,190,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2033,2013,45200,1,5.0,13.5,Audi,16.55,1968,147.51,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2034,2008,82167,1,5.0,5.4,Honda,10.1,2354,152,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2035,2016,37429,1,5.0,5.89,Hyundai,18.9,1197,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2036,2016,46000,1,5.0,8.45,Maruti,28.09,1248,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2037,2011,67031,1,5.0,4.0,Honda,17.4,1497,117.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2038,2013,30000,1,4.0,45.0,BMW,9.52,2993,313,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2039,2016,47691,1,5.0,3.94,Maruti,23.1,998,67.04,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2040,2011,32531,2,5.0,8.0,Renault,13.73,1995,148,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2041,2013,71336,1,5.0,4.1,Ford,20.0,1399,68,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2042,2006,196000,1,7.0,6.25,Toyota,12.8,2494,102,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2043,2015,28193,1,5.0,5.25,Maruti,28.4,1248,73.75,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2044,2019,2526,1,2.0,83.96,Mercedes-Benz,19.0,2996,362.07,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2045,2013,85000,1,5.0,21.0,Mercedes-Benz,16.1,1950,194,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2046,2015,20780,1,5.0,4.3,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2047,2014,43081,1,7.0,5.25,Honda,17.3,1497,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2048,2010,35000,2,5.0,32.0,Porsche,11.9,4806,550,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2049,2013,36000,1,7.0,3.9,Mahindra,17.21,1493,100,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2050,2007,67000,3,5.0,2.2,Toyota,13.4,1794,125,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2051,2016,34079,1,6.0,3.7,Mahindra,25.32,1198,77,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2052,2010,77849,2,5.0,11.27,BMW,10.9,2497,215,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2053,2013,86000,1,5.0,2.41,Maruti,22.74,796,47.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2054,2015,110000,1,5.0,19.0,Audi,15.73,1968,174.33,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2055,2015,116000,2,5.0,5.8,Toyota,23.59,1364,67.05,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2056,2016,41840,1,7.0,13.52,Mahindra,15.1,2179,140,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2057,2015,19317,1,7.0,24.5,Toyota,13.0,2982,168.7,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2058,2014,41000,1,5.0,3.25,Tata,24.6,1193,55.23,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2059,2017,25601,1,5.0,56.73,Mercedes-Benz,17.9,2143,201.15,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2060,2015,83950,1,5.0,9.95,Hyundai,19.67,1582,126.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2061,2012,60000,1,5.0,5.5,Honda,16.8,1497,118,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2062,2015,50000,1,5.0,25.0,Audi,17.11,1968,174.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2063,2009,37000,1,5.0,1.0,Maruti,17.3,993,60,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2064,2011,76976,2,5.0,2.15,Maruti,19.7,796,46.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2065,2018,21684,1,5.0,7.89,Maruti,21.4,1197,83.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2066,2015,62000,1,7.0,10.25,Mahindra,16.0,2179,140,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2067,2007,1261,1,5.0,6.0,Ford,19.0,1194,94.68,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2068,2017,59450,1,5.0,7.53,Hyundai,18.6,1197,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2069,2018,24465,1,5.0,39.45,Mercedes-Benz,19.27,2143,167.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2070,2014,55000,1,5.0,5.84,Honda,17.8,1497,117.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2071,2017,2000,1,5.0,8.65,Ford,18.88,1499,110.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2072,2017,25040,1,5.0,7.74,Maruti,21.4,1197,83.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2073,2008,84000,1,5.0,2.5,Hyundai,20.36,1197,78.9,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2074,2007,170428,2,8.0,5.7,Toyota,12.8,2494,102,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2075,2016,12573,1,5.0,5.8,Maruti,21.4,1197,83.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2076,2012,88000,1,7.0,36.5,Audi,12.07,2967,241.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2077,2012,86000,2,7.0,9.5,Hyundai,13.01,2199,194.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2078,2013,45000,1,5.0,4.55,Honda,17.0,1497,118,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2079,2012,51000,1,5.0,3.9,Hyundai,21.9,1396,90,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2080,2007,92000,1,7.0,2.7,Mahindra,13.6,2523,63,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2081,2017,29000,1,7.0,31.0,Toyota,12.9,2755,174.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2082,2009,70521,2,5.0,10.3,BMW,10.9,2497,215,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2083,2010,51000,1,5.0,7.75,BMW,16.07,1995,181,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2084,2012,52618,1,5.0,3.2,Maruti,18.9,998,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2085,2013,68000,1,7.0,4.85,Maruti,25.47,1248,88.50,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2086,2016,29022,2,5.0,34.08,Land,15.68,1999,177,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2087,2017,80000,1,7.0,8.1,Maruti,24.52,1248,88.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2088,2016,78000,2,5.0,2.35,Tata,25.0,1396,69.01,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2089,2012,100000,1,5.0,1.8,Maruti,20.92,998,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2090,2015,31412,1,5.0,3.42,Hyundai,21.1,814,55.2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2091,2010,78000,2,7.0,5.34,Ford,11.4,2953,153.86,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2092,2018,14000,1,7.0,31.99,Ford,12.62,2198,158,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2093,2011,80000,1,5.0,4.75,Volkswagen,20.54,1598,103.6,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2094,2014,46738,1,5.0,6.1,Maruti,19.12,1373,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2095,2013,54884,2,5.0,3.69,Hyundai,21.1,814,55.2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2096,2012,74500,2,5.0,15.0,Audi,14.16,1968,174.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2097,2016,67472,1,7.0,14.5,Mahindra,16.0,2179,140,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2098,2013,84000,1,5.0,5.65,Maruti,28.4,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2099,2011,77400,1,5.0,2.5,Maruti,21.1,1248,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2100,2017,14470,1,5.0,38.5,Mercedes-Benz,19.71,2143,201.15,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2101,2014,52108,1,5.0,5.49,Renault,19.01,1461,108.45,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2102,2013,40000,1,5.0,3.55,Maruti,19.1,1197,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2103,2014,105044,1,7.0,10.75,Toyota,12.99,2494,100.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2104,2016,24347,1,5.0,11.0,Hyundai,15.8,1591,121.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2105,2014,58000,1,5.0,4.5,Maruti,21.79,1248,88.73,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2106,2014,49663,1,7.0,8.42,Mahindra,15.1,2179,140,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2107,2017,17000,1,5.0,11.6,Honda,18.0,1497,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2108,2016,13418,1,5.0,33.63,Jaguar,16.36,2179,187.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0
